title	year	url	semanticscholar_tldr	use	citation_count	abstract	semanticscholar_id	bibtex
Do Children Texts Hold The Key To Commonsense Knowledge?	2022	http://www.semanticscholar.org/paper/eaec704a9a2ebe5b045dc23246640e6561bc276e	This paper explores whether children’s texts hold the key to commonsense knowledge compilation, based on the hypothesis that such content makes fewer assump-tions on the reader's knowledge, and therefore spells out commonsense more explicitly.	yes	0	Compiling comprehensive repositories of commonsense knowledge is a long-standing problem in AI. Many concerns revolve around the issue of reporting bias, i.e., that frequency in text sources is not a good proxy for relevance or truth. This paper explores whether children’s texts hold the key to commonsense knowledge compilation, based on the hypothesis that such content makes fewer assumptions on the reader’s knowledge, and therefore spells out commonsense more explicitly. An analysis with several corpora shows that children’s texts indeed contain much more, and more typical commonsense assertions. Moreover, experiments show that this advantage can be leveraged in popular language-model-based commonsense knowledge extraction settings, where task-unspecific fine-tuning on small amounts of children texts (childBERT) already yields significant improvements. This provides a refreshing perspective different from the common trend of deriving progress from ever larger models and corpora.	eaec704a9a2ebe5b045dc23246640e6561bc276e	@['JournalArticle', 'Conference']{romero-razniewski-2022-do,  author = {Julien Romero and S. Razniewski},  booktitle = {Conference on Empirical Methods in Natural Language Processing},  journal = {ArXiv},  title = {Do Children Texts Hold The Key To Commonsense Knowledge?},  volume = {abs/2210.04530},  year = {2022} }
Do Attention Heads in BERT Track Syntactic Dependencies?	2019	https://www.semanticscholar.org/paper/ba8215e77f35b0d947c7cec39c45df4516e93421	The results suggest that these models have some specialist attention heads that track individual dependency types, but no generalist head that performs holistic parsing significantly better than a trivial baseline, and that analyzing attention weights directly may not reveal much of the syntactic knowledge that BERT-style models are known to learn.	seed	88	We investigate the extent to which individual attention heads in pretrained transformer language models, such as BERT and RoBERTa, implicitly capture syntactic dependency relations. We employ two methods---taking the maximum attention weight and computing the maximum spanning tree---to extract implicit dependency relations from the attention weights of each layer/head, and compare them to the ground-truth Universal Dependency (UD) trees. We show that, for some UD relation types, there exist heads that can recover the dependency type significantly better than baselines on parsed English text, suggesting that some self-attention heads act as a proxy for syntactic structure. We also analyze BERT fine-tuned on two datasets---the syntax-oriented CoLA and the semantics-oriented MNLI---to investigate whether fine-tuning affects the patterns of their self-attention, but we do not observe substantial differences in the overall dependency relations extracted using our methods. Our results suggest that these models have some specialist attention heads that track individual dependency types, but no generalist head that performs holistic parsing significantly better than a trivial baseline, and that analyzing attention weights directly may not reveal much of the syntactic knowledge that BERT-style models are known to learn.	ba8215e77f35b0d947c7cec39c45df4516e93421	@['JournalArticle']{htut-etal-2019-do,  author = {Phu Mon Htut and Jason Phang and Shikha Bordia and Samuel R. Bowman},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Do Attention Heads in BERT Track Syntactic Dependencies?},  volume = {abs/1911.12246},  year = {2019} }
Do Artificial Intelligence Systems Understand?	2022	http://www.semanticscholar.org/paper/698b771975b0bcaab402b936af259c39ebd9239d	The conclusion states that it is not necessary to attribute understanding to a machine in order to explain its exhibited “intelligent” behavior; a merely syntactic and mechanistic approach to intelligence as a task-solving tool is needed to justify the range of operations that it can display in the current state of technological development.	maybe	2	. Are intelligent machines really intelligent? Is the underlying philosophical concept of intelligence satisfactory for describing how the present systems work? Is understanding a necessary and suﬃcient condition for intelligence? If a machine could understand, should we attribute subjectivity to it? This paper addresses the problem of deciding whether the so-called ”intelligent machines” are capable of understanding, instead of merely processing signs. It deals with the relationship between syntaxis and semantics. The main thesis concerns the inevitability of semantics for any discussion about the possibility of building conscious machines, condensed into the following two tenets: ”If a machine is capable of understanding (in the strong sense), then it must be capable of combining rules and intuitions”; “If semantics cannot be reduced to syntaxis, then a machine cannot understand.” Our conclusion states that it is not necessary to attribute understanding to a machine in order to explain its exhibited “intelligent” behavior; a merely syntactic and mechanistic approach to intelligence as a task-solving tool suﬃces to justify the range of operations that it can display in the current state of technological development.	698b771975b0bcaab402b936af259c39ebd9239d	@['JournalArticle']{merch'an-blanco-2022-do,  author = {Eduardo C. Garrido-Merch'an and Carlos Blanco},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Do Artificial Intelligence Systems Understand?},  volume = {abs/2207.11089},  year = {2022} }
Diverse Lottery Tickets Boost Ensemble from a Single Pretrained Model	2022	http://www.semanticscholar.org/paper/6998fef99cb3056fe103262b251c5b0a73c95d3d	It is empirically demonstrated that winning-ticket subnetworks produced more diverse predictions than dense networks and their ensemble outperformed the standard ensemble in some tasks when accurate lottery tickets are found on the tasks.	maybe	2	Ensembling is a popular method used to improve performance as a last resort. However, ensembling multiple models finetuned from a single pretrained model has been not very effective; this could be due to the lack of diversity among ensemble members. This paper proposes Multi-Ticket Ensemble, which finetunes different subnetworks of a single pretrained model and ensembles them. We empirically demonstrated that winning-ticket subnetworks produced more diverse predictions than dense networks and their ensemble outperformed the standard ensemble in some tasks when accurate lottery tickets are found on the tasks.	6998fef99cb3056fe103262b251c5b0a73c95d3d	@['JournalArticle']{kobayashi-etal-2022-diverse,  author = {Sosuke Kobayashi and Shun Kiyono and Jun Suzuki and Kentarou Inui},  booktitle = {BIGSCIENCE},  journal = {ArXiv},  title = {Diverse Lottery Tickets Boost Ensemble from a Single Pretrained Model},  volume = {abs/2205.11833},  year = {2022} }
Distributional Semantics Still Can’t Account for Affordances	2022	http://www.semanticscholar.org/paper/84f78cc33b124434aa8e4b670686de6831be02ba		maybe	2	Can we know a word by the company it keeps? Aspects of meaning that concern physical interactions might be partic-ularly difficult to learn from language alone. Glenberg and Robertson (2000) found that although human comprehenders were sensitive to the distinction between afforded and nonaf- forded actions, distributional semantic models were not. We tested whether technological advances have made distribu- tional models more sensitive to affordances by replicating their experiment with modern Neural Language Models (NLMs). We found that only one NLM (GPT-3) was sensitive to the affordedness of actions. Moreover, GPT-3 accounted for only one third of the effect of affordedness on human sensibility judgements. These results imply that people use processes that go beyond distributional statistics to understand linguistic ex-pressions, and that NLP systems may need to be augmented with such capabilities. all NLM measures, indicating that none of the NLM measures accounted for all of the variance caused by Affordedness. Only one NLM measure (BERT Surprisal) improved fit over the Base model in the Afforded vs Related comparison. Again the inclusion of condition improved model fit over each NLM-only model.	84f78cc33b124434aa8e4b670686de6831be02ba	@None{jones-etal-2022-distributional,  author = {Cameron R. Jones and Tyler A. Chang and S. Coulson and J. Michaelov and Sean Trott},  title = {Distributional Semantics Still Can’t Account for Affordances},  year = {2022} }
Distributed Representations of Words and Phrases and their Compositionality	2013	https://www.semanticscholar.org/paper/87f40e6f3022adbc1f1905e3e506abad05a9964f	This paper presents a simple method for finding phrases in text, and shows that learning good vector representations for millions of phrases is possible and describes a simple alternative to the hierarchical softmax called negative sampling.	seed	28616	The recently introduced continuous Skip-gram model is an efficient method for learning high-quality distributed vector representations that capture a large number of precise syntactic and semantic word relationships. In this paper we present several extensions that improve both the quality of the vectors and the training speed. By subsampling of the frequent words we obtain significant speedup and also learn more regular word representations. We also describe a simple alternative to the hierarchical softmax called negative sampling. An inherent limitation of word representations is their indifference to word order and their inability to represent idiomatic phrases. For example, the meanings of "Canada" and "Air" cannot be easily combined to obtain "Air Canada". Motivated by this example, we present a simple method for finding phrases in text, and show that learning good vector representations for millions of phrases is possible.	87f40e6f3022adbc1f1905e3e506abad05a9964f	@['JournalArticle', 'Conference']{mikolov-etal-2013-distributed,  author = {Tomas Mikolov and Ilya Sutskever and Kai Chen and G. Corrado and J. Dean},  booktitle = {NIPS},  journal = {ArXiv},  title = {Distributed Representations of Words and Phrases and their Compositionality},  volume = {abs/1310.4546},  year = {2013} }
Distilling Task-Specific Knowledge from BERT into Simple Neural Networks	2019	https://www.semanticscholar.org/paper/a08293b2c9c5bcddb023cc7eb3354d4d86bfae89	This paper proposes to distill knowledge from BERT, a state-of-the-art language representation model, into a single-layer BiLSTM, as well as its siamese counterpart for sentence-pair tasks, and achieves comparable results with ELMo.	seed	258	In the natural language processing literature, neural networks are becoming increasingly deeper and complex. The recent poster child of this trend is the deep language representation model, which includes BERT, ELMo, and GPT. These developments have led to the conviction that previous-generation, shallower neural networks for language understanding are obsolete. In this paper, however, we demonstrate that rudimentary, lightweight neural networks can still be made competitive without architecture changes, external training data, or additional input features. We propose to distill knowledge from BERT, a state-of-the-art language representation model, into a single-layer BiLSTM, as well as its siamese counterpart for sentence-pair tasks. Across multiple datasets in paraphrasing, natural language inference, and sentiment classification, we achieve comparable results with ELMo, while using roughly 100 times fewer parameters and 15 times less inference time.	a08293b2c9c5bcddb023cc7eb3354d4d86bfae89	@['JournalArticle']{tang-etal-2019-distilling,  author = {Raphael Tang and Yao Lu and Linqing Liu and Lili Mou and Olga Vechtomova and Jimmy J. Lin},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Distilling Task-Specific Knowledge from BERT into Simple Neural Networks},  volume = {abs/1903.12136},  year = {2019} }
Dissociating language and thought in large language models: a cognitive perspective	2023	http://www.semanticscholar.org/paper/9a9e68d400069f023f7dc9b982226c95159a509d		maybe	0	Short abstract (100 words): Large language models (LLMs) have come closest among all models to date to mastering human language, yet opinions about their capabilities remain split. Here, we evaluate LLMs using a distinction between formal competence—knowledge of linguistic rules and patterns—and functional competence—understanding and using language in the world. We ground this distinction in human neuroscience, showing that these skills recruit different cognitive mechanisms. Although LLMs are close to mastering formal competence, they still fail at functional competence tasks, which often require drawing on non-linguistic capacities. In short, LLMs are good models of language but incomplete models of human thought. Long abstract (250 words): Today’s large language models (LLMs) routinely generate coherent, grammatical and seemingly meaningful paragraphs of text. This achievement has led to speculation that these networks are—or will soon become—“thinking machines”, capable of performing tasks that require abstract knowledge and reasoning. Here, we review the capabilities of LLMs by considering their performance on two different aspects of language use: ‘formal linguistic competence’, which includes knowledge of rules and patterns of a given language, and ’functional linguistic competence’, a host of cognitive abilities required for language understanding and use in the real world. Drawing on evidence from cognitive neuroscience, we show that formal competence in humans relies on specialized language processing mechanisms, whereas functional competence recruits multiple extralinguistic capacities that comprise human thought, such as formal reasoning, world knowledge, situation modeling, and social cognition. In line with this distinction, LLMs show impressive (although imperfect) performance on tasks requiring formal linguistic competence, but fail on many tests requiring functional competence. Based on this evidence, we argue that (1) contemporary LLMs should be taken seriously as models of formal linguistic skills; (2) models that master real-life language use would need to incorporate or develop not only a core language module, but also multiple non-language-specific cognitive capacities required for modeling thought. Overall, a distinction between formal and functional linguistic competence helps clarify the discourse surrounding LLMs’ potential and provides a path toward building models that understand and use language in human-like ways. * The two lead authors contributed equally to this work. ar X iv :2 30 1. 06 62 7v 1 [ cs .C L ] 1 6 Ja n 20 23 A PREPRINT JANUARY 18, 2023	9a9e68d400069f023f7dc9b982226c95159a509d	@['JournalArticle', 'Review']{mahowald-etal-2023-dissociating,  author = {Kyle Mahowald and Anna A. Ivanova and I. Blank and N. Kanwisher and J. Tenenbaum and Evelina Fedorenko},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Dissociating language and thought in large language models: a cognitive perspective},  volume = {abs/2301.06627},  year = {2023} }
Disentangling syntax and semantics in the brain with deep networks	2021	http://www.semanticscholar.org/paper/0b28c877ff1fdd9115a71ed45f6963bd61fa7d0e	A taxonomy to factorize the high-dimensional activations of language models into four combinatorial classes: lexical, compositional, syntactic, and semantic representations, which introduces a versatile framework to isolate, in the brain activity, the distributed representations of linguistic constructs.	yes	20	The activations of language transformers like GPT-2 have been shown to linearly map onto brain activity during speech comprehension. How-ever, the nature of these activations remains largely unknown and presumably conﬂate distinct linguistic classes. Here, we propose a taxonomy to factorize the high-dimensional activations of language models into four combinatorial classes: lexical, compositional, syntactic, and semantic representations. We then introduce a statistical method to decompose, through the lens of GPT-2’s activations, the brain activity of 345 subjects recorded with functional magnetic resonance imaging (fMRI) during the listening of ~ 4.6 hours of narrated text. The results highlight two ﬁndings. First, compositional representations recruit a more widespread cortical network than lexical ones, and encompass the bilateral temporal, parietal and prefrontal cortices. Second, contrary to previous claims, syntax and semantics are not associated with separated modules, but, instead, appear to share a common and distributed neural substrate. Overall, this study introduces a versatile framework to isolate, in the brain activity, the distributed representations of linguistic constructs.	0b28c877ff1fdd9115a71ed45f6963bd61fa7d0e	@['JournalArticle', 'Conference']{caucheteux-etal-2021-disentangling,  author = {C. Caucheteux and Alexandre Gramfort and J. King},  booktitle = {International Conference on Machine Learning},  pages = {1336-1348},  title = {Disentangling syntax and semantics in the brain with deep networks},  year = {2021} }
Discovering Latent Concepts Learned in BERT	2022	http://www.semanticscholar.org/paper/e33b7282f1e547054a660377383b8ab8464f676e	This work investigates what latent concepts exist in the pre-trained BERT model, how the discovered latent concepts align or diverge from classical linguistic hierarchy, and how the latent concepts evolve across layers.	yes	15	A large number of studies that analyze deep neural network models and their ability to encode various linguistic and non-linguistic concepts provide an interpretation of the inner mechanics of these models. The scope of the analyses is limited to pre-deﬁned concepts that reinforce the traditional linguistic knowledge and do not reﬂect on how novel concepts are learned by the model. We address this limitation by discovering and analyzing latent concepts learned in neural network models in an unsupervised fashion and provide interpretations from the model’s perspective. In this work, we study: i) what latent concepts exist in the pre-trained BERT model, ii) how the discovered latent concepts align or diverge from classical linguistic hierarchy and iii) how the latent concepts evolve across layers. Our ﬁndings show: i) a model learns novel concepts (e.g. animal categories and de-mographic groups), which do not strictly adhere to any pre-deﬁned categorization (e.g. POS, semantic tags), ii) several latent concepts are based on multiple properties which may include semantics, syntax, and morphology, iii) the lower layers in the model dominate in learning shallow lexical concepts while the higher layers learn semantic relations and iv) the discovered latent concepts highlight potential biases learned in the model. We also release 1 a novel BERT ConceptNet dataset ( BCN ) consisting of 174 concept labels and 1M annotated instances.	e33b7282f1e547054a660377383b8ab8464f676e	@['JournalArticle']{dalvi-etal-2022-discovering,  author = {Fahim Dalvi and Abdul Rafae Khan and Firoj Alam and Nadir Durrani and Jia Xu and Hassan Sajjad},  booktitle = {International Conference on Learning Representations},  journal = {ArXiv},  title = {Discovering Latent Concepts Learned in BERT},  volume = {abs/2205.07237},  year = {2022} }
Discovering Language Model Behaviors with Model-Written Evaluations	2022	http://www.semanticscholar.org/paper/cef330bacf014d60daabbd489647b2006af130ca		yes	1	As language models (LMs) scale, they develop many novel behaviors, good and bad	cef330bacf014d60daabbd489647b2006af130ca	@['JournalArticle']{perez-etal-2022-discovering,  author = {Ethan Perez and Sam Ringer and Kamilė Lukošiūtė and Karina Nguyen and Edwin Chen and Scott Heiner and Craig Pettit and Catherine Olsson and Sandipan Kundu and Saurav Kadavath and Andy Jones and Anna Chen and Benjamin Mann and Brian Israel and Bryan Seethor and C. McKinnon and C. Olah and Daisong Yan and Daniela Amodei and Dario Amodei and Dawn Drain and Dustin Li and Eli Tran-Johnson and G. Khundadze and John Kernion and J. Landis and Jamie Kerr and Jared Mueller and Jeeyoon Hyun and J. Landau and Kamal Ndousse and L. Goldberg and Liane Lovitt and Martin Lucas and Michael Sellitto and Miranda Zhang and Neerav Kingsland and Nelson Elhage and Nicholas Joseph and Noem'i Mercado and Nova DasSarma and Oliver Rausch and Robin Larson and Sam McCandlish and Scott Johnston and S. Kravec and Sheer El Showk and Tamera Lanham and Timothy Telleen-Lawton and Tom B. Brown and T. Henighan and Tristan Hume and Yuntao Bai and Zac Hatfield-Dodds and Jack Clark and Sam Bowman and Amanda Askell and Roger C. Grosse and Danny Hernandez and Deep Ganguli and Evan Hubinger and Nicholas Schiefer and Jared Kaplan},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Discovering Language Model Behaviors with Model-Written Evaluations},  volume = {abs/2212.09251},  year = {2022} }
Discovering Financial Hypernyms by Prompting Masked Language Models	2022	http://www.semanticscholar.org/paper/db1dbcc710d9e94bbedf2042fe23403192ecd91c	The results show that the differences of prompts impact critically on models’ performance, and that domain adaptation on financial text generally improves the capacity of the models to associate the target terms with the right hypernyms, although the more successful models are those retaining a general-domain vocabulary.	maybe	0	With the rising popularity of Transformer-based language models, several studies have tried to exploit their masked language modeling capabilities to automatically extract relational linguistic knowledge, although this kind of research has rarely investigated semantic relations in specialized domains. The present study aims at testing a general-domain and a domain-adapted Transformer models on two datasets of financial term-hypernym pairs using the prompt methodology. Our results show that the differences of prompts impact critically on models’ performance, and that domain adaptation on financial text generally improves the capacity of the models to associate the target terms with the right hypernyms, although the more successful models are those retaining a general-domain vocabulary.	db1dbcc710d9e94bbedf2042fe23403192ecd91c	@None{peng-etal-2022-discovering,  author = {Bo Peng and Emmanuele Chersoni and Yu-Yin Hsu and Chu-Ren Huang},  booktitle = {FNP},  title = {Discovering Financial Hypernyms by Prompting Masked Language Models},  year = {2022} }
Discovering Differences in the Representation of People using Contextualized Semantic Axes	2022	http://www.semanticscholar.org/paper/7f5801f8036e71658a12d16203617b2ab25ef14f	This work constructs contextualized axes that mitigate the pitfall where antonyms have neighboring representations in BERT embeddings, and shows that references to women and the contexts around them have be-come more detestable over time.	maybe	0	A common paradigm for identifying semantic differences across social and temporal contexts is the use of static word embeddings and their distances. In particular, past work has compared embeddings against “semantic axes” that represent two opposing concepts. We extend this paradigm to BERT embeddings, and construct contextualized axes that mitigate the pitfall where antonyms have neighboring representations. We validate and demonstrate these axes on two people-centric datasets: occupations from Wikipedia, and multi-platform discussions in extremist, men’s communities over fourteen years. In both studies, contextualized semantic axes can characterize differences among instances of the same word type. In the latter study, we show that references to women and the contexts around them have become more detestable over time.	7f5801f8036e71658a12d16203617b2ab25ef14f	@['JournalArticle', 'Conference']{lucy-etal-2022-discovering,  author = {Li Lucy and Divya Tadimeti and David Bamman},  booktitle = {Conference on Empirical Methods in Natural Language Processing},  journal = {ArXiv},  title = {Discovering Differences in the Representation of People using Contextualized Semantic Axes},  volume = {abs/2210.12170},  year = {2022} }
Discourse structure interacts with reference but not syntax in neural language models	2020	http://www.semanticscholar.org/paper/14f78c24d5da77835ac4e80de3daa7bc9e92f0a8	This work utilized stimuli from psycholinguistic studies showing that humans can condition reference and syntactic processing on the same discourse structure to find that, contrary to humans, implicit causality only influences LM behavior for reference, not syntax, despite model representations that encode the necessary discourse information.	yes	7	Language models (LMs) trained on large quantities of text have been claimed to acquire abstract linguistic representations. Our work tests the robustness of these abstractions by focusing on the ability of LMs to learn interactions between different linguistic representations. In particular, we utilized stimuli from psycholinguistic studies showing that humans can condition reference (i.e. coreference resolution) and syntactic processing on the same discourse structure (implicit causality). We compared both transformer and long short-term memory LMs to find that, contrary to humans, implicit causality only influences LM behavior for reference, not syntax, despite model representations that encode the necessary discourse information. Our results further suggest that LM behavior can contradict not only learned representations of discourse but also syntactic agreement, pointing to shortcomings of standard language modeling.	14f78c24d5da77835ac4e80de3daa7bc9e92f0a8	@['JournalArticle']{davis-schijndel-2020-discourse,  author = {Forrest Davis and Marten van Schijndel},  booktitle = {Conference on Computational Natural Language Learning},  pages = {396-407},  title = {Discourse structure interacts with reference but not syntax in neural language models},  year = {2020} }
Discourse Probing of Pretrained Language Models	2021	http://www.semanticscholar.org/paper/a978fcb10817abe8bc91ab2ba0c0bb4605add1d9	BART is found to be overall the best model at capturing discourse — but only in its encoder, with BERT performing surprisingly well as the baseline model.	maybe	18	Existing work on probing of pretrained language models (LMs) has predominantly focused on sentence-level syntactic tasks. In this paper, we introduce document-level discourse probing to evaluate the ability of pretrained LMs to capture document-level relations. We experiment with 7 pretrained LMs, 4 languages, and 7 discourse probing tasks, and find BART to be overall the best model at capturing discourse — but only in its encoder, with BERT performing surprisingly well as the baseline model. Across the different models, there are substantial differences in which layers best capture discourse information, and large disparities between models.	a978fcb10817abe8bc91ab2ba0c0bb4605add1d9	@['JournalArticle', 'Conference']{koto-etal-2021-discourse,  author = {Fajri Koto and Jey Han Lau and Tim Baldwin},  booktitle = {North American Chapter of the Association for Computational Linguistics},  pages = {3849-3864},  title = {Discourse Probing of Pretrained Language Models},  year = {2021} }
DiscoSense: Commonsense Reasoning with Discourse Connectives	2022	http://www.semanticscholar.org/paper/1a5f48161df983a0e9485425495121201902433b	It is shown that state-of-the-art pre-trained language models struggle to perform well on D ISCO S ENSE, which makes this dataset ideal for evaluating next-generation commonsense reasoning systems.	maybe	1	We present DiscoSense, a benchmark for commonsense reasoning via understanding a wide variety of discourse connectives. We generate compelling distractors in DiscoSense using Conditional Adversarial Filtering, an extension of Adversarial Filtering that employs conditional generation. We show that state-of-the-art pre-trained language models struggle to perform well on DiscoSense, which makes this dataset ideal for evaluating next-generation commonsense reasoning systems.	1a5f48161df983a0e9485425495121201902433b	@['JournalArticle', 'Conference']{bhargava-ng-2022-discosense:,  author = {Prajjwal Bhargava and Vincent Ng},  booktitle = {Conference on Empirical Methods in Natural Language Processing},  journal = {ArXiv},  title = {DiscoSense: Commonsense Reasoning with Discourse Connectives},  volume = {abs/2210.12478},  year = {2022} }
Discontinuous Constituency and BERT: A Case Study of Dutch	2022	http://www.semanticscholar.org/paper/fb574429cad091fbe1c1d12c5df93fb371d4cd61		maybe	1	In this paper, we set out to quantify the syntactic capacity of BERT in the evaluation regime of non-context free patterns, as occurring in Dutch. We devise a test suite based on a mildly context-sensitive formalism, from which we derive grammars that capture the linguistic phenomena of control verb nesting and verb raising. The grammars, paired with a small lexicon, provide us with a large collection of naturalistic utterances, annotated with verb-subject pairings, that serve as the evaluation test bed for an attention-based span selection probe. Our results, backed by extensive analysis, suggest that the models investigated fail in the implicit acquisition of the dependencies examined.	fb574429cad091fbe1c1d12c5df93fb371d4cd61	@['JournalArticle']{kogkalidis-wijnholds-2022-discontinuous,  author = {Konstantinos Kogkalidis and G. Wijnholds},  booktitle = {Findings},  journal = {ArXiv},  title = {Discontinuous Constituency and BERT: A Case Study of Dutch},  volume = {abs/2203.01063},  year = {2022} }
DirectProbe: Studying Representations without Classifiers	2021	http://www.semanticscholar.org/paper/00c209ea764f709a5ce7d7fdc16c2352551bfa83	A heuristic is developed that directly studies the geometry of a representation by building upon the notion of a version space for a task, and can shine lights on how an embedding space represents labels and also anticipate the classifier performance for the representation.	maybe	12	Understanding how linguistic structure is encoded in contextualized embedding could help explain their impressive performance across NLP. Existing approaches for probing them usually call for training classifiers and use the accuracy, mutual information, or complexity as a proxy for the representation’s goodness. In this work, we argue that doing so can be unreliable because different representations may need different classifiers. We develop a heuristic, DirectProbe, that directly studies the geometry of a representation by building upon the notion of a version space for a task. Experiments with several linguistic tasks and contextualized embeddings show that, even without training classifiers, DirectProbe can shine lights on how an embedding space represents labels and also anticipate the classifier performance for the representation.	00c209ea764f709a5ce7d7fdc16c2352551bfa83	@['JournalArticle', 'Conference']{zhou-srikumar-2021-directprobe:,  author = {Yichu Zhou and Vivek Srikumar},  booktitle = {North American Chapter of the Association for Computational Linguistics},  journal = {ArXiv},  title = {DirectProbe: Studying Representations without Classifiers},  volume = {abs/2104.05904},  year = {2021} }
Dimensions of Commonsense Knowledge	2021	http://www.semanticscholar.org/paper/9f620ad41b4e506e777c0665681b839c89cd682a	This paper surveys a wide range of popular commonsense sources with a special focus on their relations, and consolidates these relations into 13 knowledge dimensions, each abstracting over more specific relations found in sources.	maybe	24		9f620ad41b4e506e777c0665681b839c89cd682a	@['JournalArticle', 'Review']{ilievski-etal-2021-dimensions,  author = {Filip Ilievski and A. Oltramari and Kaixin Ma and Bin Zhang and D. McGuinness and Pedro A. Szekely},  booktitle = {Knowledge-Based Systems},  journal = {Knowl. Based Syst.},  pages = {107347},  title = {Dimensions of Commonsense Knowledge},  volume = {229},  year = {2021} }
Different kinds of cognitive plausibility: why are transformers better than RNNs at predicting N400 amplitude?	2021	http://www.semanticscholar.org/paper/53b5f5e1d2bfeafa25688e1da02aae048936baf5	Transformer language models are proposed and provided evidence for one possible explanation—their predictions are affected by the preceding context in a way analogous to the effect of semantic facilitation in humans.	maybe	8	Despite being designed for performance rather than cognitive plausibility, transformer language models have been found to be better at predicting metrics used to assess human language comprehension than language models with other architectures, such as recurrent neural networks. Based on how well they predict the N400, a neural signal associated with processing difficulty, we propose and provide evidence for one possible explanation—their predictions are affected by the preceding context in a way analogous to the effect of semantic facilitation in humans.	53b5f5e1d2bfeafa25688e1da02aae048936baf5	@['JournalArticle']{michaelov-etal-2021-different,  author = {J. Michaelov and Megan D. Bardolph and S. Coulson and B. Bergen},  booktitle = {ArXiv},  journal = {ArXiv},  title = {Different kinds of cognitive plausibility: why are transformers better than RNNs at predicting N400 amplitude?},  volume = {abs/2107.09648},  year = {2021} }
Did the Cat Drink the Coffee? Challenging Transformers with Generalized Event Knowledge	2021	http://www.semanticscholar.org/paper/47cc6e97d71317052672e82e42154707b4485b49	Assessing whether and to what extent computational approaches have access to the information about the typicality of entire events and situations described in language suggests that TLMs do not capture important aspects of event knowledge, and their predictions often depend on surface linguistic features, thereby showing sub-optimal generalization abilities.	maybe	9	Prior research has explored the ability of computational models to predict a word semantic fit with a given predicate. While much work has been devoted to modeling the typicality relation between verbs and arguments in isolation, in this paper we take a broader perspective by assessing whether and to what extent computational approaches have access to the information about the typicality of entire events and situations described in language (Generalized Event Knowledge). Given the recent success of Transformers Language Models (TLMs), we decided to test them on a benchmark for the dynamic estimation of thematic fit. The evaluation of these models was performed in comparison with SDM, a framework specifically designed to integrate events in sentence meaning representations, and we conducted a detailed error analysis to investigate which factors affect their behavior. Our results show that TLMs can reach performances that are comparable to those achieved by SDM. However, additional analysis consistently suggests that TLMs do not capture important aspects of event knowledge, and their predictions often depend on surface linguistic features, such as frequent words, collocations and syntactic patterns, thereby showing sub-optimal generalization abilities.	47cc6e97d71317052672e82e42154707b4485b49	@['JournalArticle']{pedinotti-etal-2021-did,  author = {Paolo Pedinotti and Giulia Rambelli and Emmanuele Chersoni and Enrico Santus and Alessandro Lenci and P. Blache},  booktitle = {STARSEM},  pages = {1-11},  title = {Did the Cat Drink the Coffee? Challenging Transformers with Generalized Event Knowledge},  year = {2021} }
Diagnosing the First-Order Logical Reasoning Ability Through LogicNLI	2021	http://www.semanticscholar.org/paper/61cd4ffdaf2c0daa3d432ff9fecdd064d6e72886	A diagnostic method for first-order logic (FOL) reasoning with a new proposed benchmark, LogicNLI, which effectively disentangles the target FOL reasoning from commonsense inference and can be used to diagnose LMs from four perspectives: accuracy, robustness, generalization, and interpretability.	yes	7	Recently, language models (LMs) have achieved significant performance on many NLU tasks, which has spurred widespread interest for their possible applications in the scientific and social area. However, LMs have faced much criticism of whether they are truly capable of reasoning in NLU. In this work, we propose a diagnostic method for first-order logic (FOL) reasoning with a new proposed benchmark, LogicNLI. LogicNLI is an NLI-style dataset that effectively disentangles the target FOL reasoning from commonsense inference and can be used to diagnose LMs from four perspectives: accuracy, robustness, generalization, and interpretability. Experiments on BERT, RoBERTa, and XLNet, have uncovered the weaknesses of these LMs on FOL reasoning, which motivates future exploration to enhance the reasoning ability.	61cd4ffdaf2c0daa3d432ff9fecdd064d6e72886	@['JournalArticle', 'Conference']{tian-etal-2021-diagnosing,  author = {Jidong Tian and Yitian Li and Wenqing Chen and Liqiang Xiao and Hao He and Yaohui Jin},  booktitle = {Conference on Empirical Methods in Natural Language Processing},  pages = {3738-3747},  title = {Diagnosing the First-Order Logical Reasoning Ability Through LogicNLI},  year = {2021} }
Developmental Negation Processing in Transformer Language Models	2022	http://www.semanticscholar.org/paper/ec08347f6002c3a07ca6d6a8f6536491551937c4		maybe	0	Reasoning using negation is known to be difficult for transformer-based language models. While previous studies have used the tools of psycholinguistics to probe a transformer’s ability to reason over negation, none have focused on the types of negation studied in developmental psychology. We explore how well transformers can process such categories of negation, by framing the problem as a natural language inference (NLI) task. We curate a set of diagnostic questions for our target categories from popular NLI datasets and evaluate how well a suite of models reason over them. We find that models perform consistently better only on certain categories, suggesting clear distinctions in how they are processed.	ec08347f6002c3a07ca6d6a8f6536491551937c4	@['JournalArticle', 'Conference']{laverghetta-licato-2022-developmental,  author = {A. Laverghetta and John Licato},  booktitle = {Annual Meeting of the Association for Computational Linguistics},  pages = {545-551},  title = {Developmental Negation Processing in Transformer Language Models},  year = {2022} }
